index,year_made,fuel_type,seats,mileage,ownership,transmission,fuel_economy,engine(cc),horsepower,torque(Nm),price,Make,Model
1487,17,Petrol,5,8917,2,Manual,21.4,1197,1197,831,7924.5,Maruti,Baleno
1488,21,Diesel,5,6213,1,Automatic,20.37,1995,1995,18774,79312.5,BMW,5
1489,14,CNG,7,31067,1,Manual,22.8,1373,1373,809,8559,Maruti,Ertiga
1490,18,Petrol,5,13169,1,Manual,21.4,1197,1197,831,8599.5,Maruti,Baleno
1491,13,Petrol,5,1118,1,Manual,20.36,1197,1197,789,4252.5,Hyundai,i10
1492,20,CNG,5,16788,1,Manual,1197,6805,6805,952,9045,Hyundai,Grand
1493,20,Diesel,5,49709,1,Automatic,1968,143,143,320,20655,Audi,A3
1494,20,Diesel,5,14912,1,Automatic,24.3,1248,1248,885,13432.499999999998,Maruti,Vitara
1495,10,Petrol,5,19883,1,Manual,17,1497,1497,1186600,3240,Honda,City
1496,20,Petrol,5,14042,1,Automatic,1969,190,190,300,50962.5,Volvo,XC40
1497,20,Petrol,7,6213,1,Automatic,17.2,1969,1969,29589,114750,Volvo,XC
1498,19,Petrol,5,21126,1,Automatic,16,1368,1368,16077,23625,Jeep,Compass
1499,21,Petrol,5,18641,1,Automatic,18.76,1462,1462,10326,15390,Toyota,Urban
1500,18,Petrol,5,14105,1,Manual,18.9,1197,1197,8186,7357.5,Hyundai,Grand
1501,21,Petrol,5,6027,1,Automatic,1984,18774,18774,320,47911.5,Audi,Q2
1502,20,Petrol,5,8400,1,Manual,21.01,1197,1197,8180,9369,Maruti,Baleno
1503,17,Petrol,5,27972,1,Automatic,13,1591,1591,1213,11812.5,Hyundai,Creta
1504,13,Petrol,5,48658,1,Manual,22,1197,1197,8180,4819.5,Maruti,Swift
1505,17,Petrol,5,49617,1,Automatic,18.2,1199,1199,887,7681.500000000001,Honda,Jazz
1506,19,Petrol,7,17398,1,Automatic,10.54,2998,2998,33525,133650,BMW,X7
1507,16,Petrol,5,11215,1,Manual,21.1,814,814,552,4252.5,Hyundai,EON
1508,22,Petrol,5,12116,1,Manual,19.87,999,999,11398,21883.5,Volkswagen,Taigun
1509,18,Diesel,5,21747,1,Automatic,17.01,1968,1968,188,56686.5,Audi,Q5
1510,21,Petrol,5,4749,1,Manual,20.89,1197,1197,8180,8356.5,Maruti,Ignis
1511,15,Petrol,5,7456,1,Manual,18.6,1197,1197,8183,7168.499999999999,Hyundai,i20
1512,15,Petrol,5,13866,1,Automatic,18.9,1197,1197,82,6129,Hyundai,Grand
1513,20,Petrol,5,24854,2,Automatic,1451,141,141,250,21600,MG,Hector
1514,10,Petrol,5,28099,1,Manual,1197,789,789,1117,3172.5,Hyundai,i10
1515,21,Petrol,5,21747,1,Automatic,19.56,1197,1197,8180,11407.499999999998,Maruti,Baleno
1516,21,Petrol,7,4349,1,Automatic,10.54,2998,2998,33525,1552.4999999999998,BMW,X7
1517,20,Diesel,5,24854,1,Manual,17.41,1956,1956,16768,22950,MG,Hector
1518,16,Petrol,5,24029,2,Manual,17.8,1497,1497,1173,8437.5,Honda,City
1519,12,Petrol,5,30635,2,Manual,17,1197,1197,805200,3779.9999999999995,Hyundai,i20
1520,14,Petrol,5,40389,1,Automatic,17.97,1498,1498,9961,3982.5000000000005,Nissan,Sunny
1521,18,Petrol,5,42253,1,Automatic,16.9,1395,1395,14751,33736.5,Audi,Q3
1522,19,Petrol,5,10896,1,Manual,18.27,998,998,11835,13094.999999999998,Hyundai,Venue
1523,17,Petrol,5,18889,1,Manual,18.7,1199,1199,887,7222.499999999999,Honda,Jazz
1524,20,Petrol,5,9364,1,Manual,1451,141,141,250,19278,MG,Hector
1525,15,Diesel,5,49771,1,Manual,23.65,1248,1248,885,8437.5,Maruti,SX4
1526,21,Petrol,5,6694,1,Automatic,18.45,1497,1497,11318,15997.5,Hyundai,Verna
1527,20,Petrol,5,6808,1,Automatic,20.3,1199,1199,8381,10165.5,Tata,Tigor
1528,22,Petrol,5,11806,1,Manual,20.09,1199,1199,8482,10057.5,Tata,Tiago
1529,15,Diesel,5,54618,2,Automatic,22.32,1582,1582,12632,8775,Hyundai,Verna
1530,22,Petrol,5,10004,1,Automatic,20.89,1197,1197,8180,8694,Maruti,Ignis
1531,16,Diesel,5,30229,1,Manual,23.59,1364,1364,6706,7087.5,Toyota,Etios
1532,18,Petrol,5,18176,1,Automatic,14.8,1591,1591,1213,14917.500000000002,Hyundai,Creta
1533,20,Petrol,5,1429,1,Manual,1197,8180,8180,113,7965.000000000001,Maruti,Ignis
1534,18,Petrol,5,12083,1,Automatic,18.2,1199,1199,887,8775,Honda,Jazz
1535,22,CNG,7,16466,1,Manual,26.11,1462,1462,8663,15525,Maruti,Ertiga
1536,20,Diesel,5,21747,1,Automatic,1493,11345,11345,250,23503.5,Hyundai,Creta
1537,20,Petrol,5,6213,1,Automatic,999,6706,6706,91,5373,Renault,KWID
1538,17,Petrol,5,30447,1,Manual,17.5,1199,1199,887,7897.499999999999,Honda,WR-V
1539,18,Petrol,5,24854,2,Manual,18.78,999,999,75,6412.5,Volkswagen,Polo
1540,18,Petrol,5,21596,1,Manual,20.85,1197,1197,8314,8235,Maruti,Swift
